Protein IDs	Reporter intensity corrected 1 PNNL SC boost50ng_run1	Reporter intensity corrected 2 PNNL SC boost50ng_run1	Reporter intensity corrected 3 PNNL SC boost50ng_run1	Reporter intensity corrected 4 PNNL SC boost50ng_run1	Reporter intensity corrected 5 PNNL SC boost50ng_run1	Reporter intensity corrected 6 PNNL SC boost50ng_run1	Reporter intensity corrected 7 PNNL SC boost50ng_run1	Reporter intensity corrected 8 PNNL SC boost50ng_run1	Reporter intensity corrected 9 PNNL SC boost50ng_run1	Reporter intensity corrected 10 PNNL SC boost50ng_run1	Reporter intensity 1 PNNL SC boost50ng_run1	Reporter intensity 2 PNNL SC boost50ng_run1	Reporter intensity 3 PNNL SC boost50ng_run1	Reporter intensity 4 PNNL SC boost50ng_run1	Reporter intensity 5 PNNL SC boost50ng_run1	Reporter intensity 6 PNNL SC boost50ng_run1	Reporter intensity 7 PNNL SC boost50ng_run1	Reporter intensity 8 PNNL SC boost50ng_run1	Reporter intensity 9 PNNL SC boost50ng_run1	Reporter intensity 10 PNNL SC boost50ng_run1
Q9UHB6	2915.6	4218.3	4670.4	1253.1	2283.6	1789.8	2222.9	16021	3456.7	773540	2915.6	4218.3	4670.4	1253.1	2283.6	1789.8	2222.9	16021	3456.7	773540
Q9UHD8	5013.7	6035.8	8507.2	3644.5	3885.4	5557	4220.4	25039	6266.2	968340	5013.7	6035.8	8507.2	3644.5	3885.4	5557	4220.4	25039	6266.2	968340
Q9UHX1	6148.9	7404.6	8277	4324.7	4518	7412.3	7899.4	64897	7900.1	2146400	6148.9	7404.6	8277	4324.7	4518	7412.3	7899.4	64897	7900.1	2146400
Q9UI12	0	3231.7	2076.4	1783.5	3768.4	983.06	1729.8	10455	1189.3	345360	0	3231.7	2076.4	1783.5	3768.4	983.06	1729.8	10455	1189.3	345360
Q9UII2	9471.4	11821	14075	3041.9	3729.4	4363.8	2242	24271	4836.1	1215600	9471.4	11821	14075	3041.9	3729.4	4363.8	2242	24271	4836.1	1215600
Q9UIJ7	4902.1	7389.6	7146.7	5381.9	7121	5601.8	8352.7	52904	7976.1	1701300	4902.1	7389.6	7146.7	5381.9	7121	5601.8	8352.7	52904	7976.1	1701300
Q9UJS0	2405.2	2175.6	3627.3	2379.6	2583.5	2601.9	4044.5	7196.5	3323.3	183690	2405.2	2175.6	3627.3	2379.6	2583.5	2601.9	4044.5	7196.5	3323.3	183690
Q9UJU6	905.72	489.22	1409	0	334.54	949.76	453.32	5145.6	581.72	173190	905.72	489.22	1409	0	334.54	949.76	453.32	5145.6	581.72	173190
Q9UJZ1	488.47	835.29	856.77	679.82	709.54	895.41	707.78	5995.2	741.58	265050	488.47	835.29	856.77	679.82	709.54	895.41	707.78	5995.2	741.58	265050
Q9UKF6	1685.6	1376.1	1936	1706.4	1892.5	1395.6	1482.4	6523.5	1479.1	169290	1685.6	1376.1	1936	1706.4	1892.5	1395.6	1482.4	6523.5	1479.1	169290
Q9UKV3	780.12	572.14	816.13	0	733.74	792.4	0	3817.1	874.04	163550	780.12	572.14	816.13	0	733.74	792.4	0	3817.1	874.04	163550
Q9UL18	1122.7	2419.9	3922.7	2202.7	1116.3	1211.2	1293.9	14285	1329.9	625980	1122.7	2419.9	3922.7	2202.7	1116.3	1211.2	1293.9	14285	1329.9	625980
Q9UL25	443.75	1483.2	1904.8	927.39	12657	3014.6	37640	4970.3	3225.2	86646	443.75	1483.2	1904.8	927.39	12657	3014.6	37640	4970.3	3225.2	86646
Q9UL46	748.84	865.16	1735.3	305.57	354.26	565.32	812.17	9981.4	1168.3	336310	748.84	865.16	1735.3	305.57	354.26	565.32	812.17	9981.4	1168.3	336310
Q9ULV4	9848	12009	17304	9124.8	13973	13586	12367	63703	13181	2234300	9848	12009	17304	9124.8	13973	13586	12367	63703	13181	2234300
Q9UM00	492.08	865.91	1189.2	413.68	876.52	592.84	955.21	4256	841.26	140140	492.08	865.91	1189.2	413.68	876.52	592.84	955.21	4256	841.26	140140
Q9UMS4	6385.3	7942.3	8321.9	4549.9	4599.5	6897.1	5518.9	42288	6915.1	1642900	6385.3	7942.3	8321.9	4549.9	4599.5	6897.1	5518.9	42288	6915.1	1642900
Q9UN86	3000.7	3700.4	2938.4	1582.2	2836.5	2054.4	2540	25440	3895.6	769040	3000.7	3700.4	2938.4	1582.2	2836.5	2054.4	2540	25440	3895.6	769040
Q9UNF0	3667.3	3922.7	4288.8	2159.2	4643.3	2576	4037	22891	3974.6	838210	3667.3	3922.7	4288.8	2159.2	4643.3	2576	4037	22891	3974.6	838210
Q9UNH7	1834.6	1491.8	2178.2	1212.8	2735.5	1747	2693.2	8827.3	1707.2	267100	1834.6	1491.8	2178.2	1212.8	2735.5	1747	2693.2	8827.3	1707.2	267100
Q9UNM6	2238.8	1857	2530.2	1695.6	1543.4	1683.4	1597.5	13045	1375.3	437290	2238.8	1857	2530.2	1695.6	1543.4	1683.4	1597.5	13045	1375.3	437290
Q9UNZ2	9235.3	7114.9	10063	6267.2	10322	8615.9	9825.3	13181	8093	169540	9235.3	7114.9	10063	6267.2	10322	8615.9	9825.3	13181	8093	169540
Q9UQ80	12331	14836	18846	9872.9	15027	15696	10644	102470	13965	3629200	12331	14836	18846	9872.9	15027	15696	10644	102470	13965	3629200
Q9UQE7	3914	3440.4	6114.5	2166.2	4823.1	5226	6051.8	42022	7151.8	1364900	3914	3440.4	6114.5	2166.2	4823.1	5226	6051.8	42022	7151.8	1364900
Q9Y224	3833.1	8247.6	11065	4210.3	13380	5949.2	13683	31722	5908.6	1106000	3833.1	8247.6	11065	4210.3	13380	5949.2	13683	31722	5908.6	1106000
Q9Y230	5634.6	5256.7	5728	3261.4	5437.3	4435.2	5481.9	50027	7538.7	1526600	5634.6	5256.7	5728	3261.4	5437.3	4435.2	5481.9	50027	7538.7	1526600
Q9Y262	4248.9	5261.4	6114.9	2666.5	3275.7	4483.1	4313.8	33464	3980.4	1186100	4248.9	5261.4	6114.9	2666.5	3275.7	4483.1	4313.8	33464	3980.4	1186100
Q9Y265	6283.4	7351.1	7658.6	4759.9	16956	9714.3	7108.8	48130	7616	1407700	6283.4	7351.1	7658.6	4759.9	16956	9714.3	7108.8	48130	7616	1407700
Q9Y266	4854.5	6775.3	8283.2	4626	11581	7809.7	7527.6	46098	6899.3	1424300	4854.5	6775.3	8283.2	4626	11581	7809.7	7527.6	46098	6899.3	1424300
Q9Y277	12433	14464	15982	5584.8	14655	9328.9	93503	96951	16159	3330000	12433	14464	15982	5584.8	14655	9328.9	93503	96951	16159	3330000
Q9Y281	14491	16277	19312	5207	7651.5	9324.1	9764	90584	9728.8	3340400	14491	16277	19312	5207	7651.5	9324.1	9764	90584	9728.8	3340400
Q9Y295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2B0	3035.2	25368	3165.8	2833.3	4403.5	1532.4	3472.6	4401.9	3082.9	133210	3035.2	25368	3165.8	2833.3	4403.5	1532.4	3472.6	4401.9	3082.9	133210
Q9Y2S6;Q9Y2C4;Q15172	5264	5384.9	7306.2	4433.2	5876.1	4244.3	5483.7	31752	6329.8	875450	5264	5384.9	7306.2	4433.2	5876.1	4244.3	5483.7	31752	6329.8	875450
Q9Y2T3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2V2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2W1	795.54	616.64	1045.4	839.54	827.05	670.63	974.82	2551.6	682.61	71041	795.54	616.64	1045.4	839.54	827.05	670.63	974.82	2551.6	682.61	71041
Q9Y2W2	708.37	1000.3	588.85	428.83	860.5	613.57	606.43	2658.4	402.3	101310	708.37	1000.3	588.85	428.83	860.5	613.57	606.43	2658.4	402.3	101310
Q9Y2X3	3648.3	5667.5	14145	3195.3	5848.1	3142.3	6133	29773	3107.6	894950	3648.3	5667.5	14145	3195.3	5848.1	3142.3	6133	29773	3107.6	894950
Q9Y3A5	1451.1	1654.3	1451.1	923.89	1183.1	1159.6	940.84	8825.3	1341.6	255450	1451.1	1654.3	1451.1	923.89	1183.1	1159.6	940.84	8825.3	1341.6	255450
Q9Y3A6	1050.6	5302.5	2703	3608.7	3473.5	2047.1	3587.7	9758.2	3422.6	336570	1050.6	5302.5	2703	3608.7	3473.5	2047.1	3587.7	9758.2	3422.6	336570
Q9Y3B7	1079.5	1168.7	1010.3	1115.3	1340.4	1350.7	1272.5	4378	1273.3	160240	1079.5	1168.7	1010.3	1115.3	1340.4	1350.7	1272.5	4378	1273.3	160240
Q9Y3D6	0	786.45	1365.2	827.7	1351.5	1646.3	1971	9234.9	1674.4	277120	0	786.45	1365.2	827.7	1351.5	1646.3	1971	9234.9	1674.4	277120
Q9Y3F4	3800	3591.9	3974.8	1974.5	5912.2	4990.1	5966.2	27199	5504.6	968260	3800	3591.9	3974.8	1974.5	5912.2	4990.1	5966.2	27199	5504.6	968260
Q9Y3I0	6834.4	7765.5	10694	6376.7	8271.4	6495.1	7782.2	44367	10459	1650700	6834.4	7765.5	10694	6376.7	8271.4	6495.1	7782.2	44367	10459	1650700
Q9Y3U8	4731.5	5440.2	4026.2	2798	1238.6	3455	2283.8	39808	3182.6	1349300	4731.5	5440.2	4026.2	2798	1238.6	3455	2283.8	39808	3182.6	1349300
Q9Y3Z3	780.31	1194.3	1244.2	833.7	1061.5	1684.9	1006.7	10567	891.34	259230	780.31	1194.3	1244.2	833.7	1061.5	1684.9	1006.7	10567	891.34	259230
Q9Y490	64299	89438	86490	43822	66437	42936	60666	254250	55593	8407400	64299	89438	86490	43822	66437	42936	60666	254250	55593	8407400
Q9Y4L1	18573	18977	16593	14112	26159	15082	17994	107950	17717	3699000	18573	18977	16593	14112	26159	15082	17994	107950	17717	3699000
Q9Y4Y9	2365.6	4261.5	3380.8	2215.1	12609	6927	169350	21580	17328	572290	2365.6	4261.5	3380.8	2215.1	12609	6927	169350	21580	17328	572290
Q9Y512	1613.5	1750.9	2142.9	812.31	1688.3	1516.2	3324.8	12396	1842.3	486100	1613.5	1750.9	2142.9	812.31	1688.3	1516.2	3324.8	12396	1842.3	486100
Q9Y5B9	4468.3	6804.5	6772.6	5629.4	6380.3	7962.9	14081	59611	8378.9	2027800	4468.3	6804.5	6772.6	5629.4	6380.3	7962.9	14081	59611	8378.9	2027800
Q9Y5J9	1490.9	984.86	1797.3	1544.5	1686.8	1377.3	3012.5	15078	1721.8	487120	1490.9	984.86	1797.3	1544.5	1686.8	1377.3	3012.5	15078	1721.8	487120
Q9Y5K8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5M8	305.53	271.26	466.02	547.62	0	429.03	432.28	3848.1	508.37	131540	305.53	271.26	466.02	547.62	0	429.03	432.28	3848.1	508.37	131540
Q9Y5S9	4019.9	3797.5	3946.2	1465.3	6197.5	3256.8	6241.7	17922	4616.3	722170	4019.9	3797.5	3946.2	1465.3	6197.5	3256.8	6241.7	17922	4616.3	722170
Q9Y5X1	1459.9	1954.7	2848.1	1887.6	2025.9	2559.4	4851.8	9611.5	2608.1	324510	1459.9	1954.7	2848.1	1887.6	2025.9	2559.4	4851.8	9611.5	2608.1	324510
Q9Y617	9265.5	8319	9617.9	5751.1	7165.7	8266	7332.2	44838	6377.6	1542400	9265.5	8319	9617.9	5751.1	7165.7	8266	7332.2	44838	6377.6	1542400
Q9Y678	1553.3	1373.2	2261.3	1855.8	2106	1463.7	3872.3	11616	2031.3	321170	1553.3	1373.2	2261.3	1855.8	2106	1463.7	3872.3	11616	2031.3	321170
Q9Y696	13319	20089	24225	9315.1	35158	16745	20810	79801	14594	2396000	13319	20089	24225	9315.1	35158	16745	20810	79801	14594	2396000
Q9Y6G9	1017.5	1418.3	1346.9	794.24	1255.2	811.31	1571.9	5665.7	989.86	161350	1017.5	1418.3	1346.9	794.24	1255.2	811.31	1571.9	5665.7	989.86	161350
REV__O15068;Q9Y6Y8	1424.9	5294.2	4178.3	1383.7	6085.4	1826.3	4838.3	13793	2656	556380	1424.9	5294.2	4178.3	1383.7	6085.4	1826.3	4838.3	13793	2656	556380
REV__O60506	2862.6	2321.5	2496.5	874.52	1224	2281.4	1700.6	14618	1912.7	552060	2862.6	2321.5	2496.5	874.52	1224	2281.4	1700.6	14618	1912.7	552060
REV__P15391	1122.5	742.57	982.82	507.51	916.99	1086.7	1205.2	8609.2	1233.1	355700	1122.5	742.57	982.82	507.51	916.99	1086.7	1205.2	8609.2	1233.1	355700
REV__Q9NRW1;REV__P20340	0	1130.2	1436.5	1252.6	1697.8	1794.6	8828.3	31677	2831.9	996450	0	1130.2	1436.5	1252.6	1697.8	1794.6	8828.3	31677	2831.9	996450
REV__P98196;REV__Q9Y2G3	1171.8	839.84	1310.5	790.53	1169.9	723.46	1903.7	16430	2517.4	500090	1171.8	839.84	1310.5	790.53	1169.9	723.46	1903.7	16430	2517.4	500090
REV__Q14C87	2149.7	1665.5	3551	2039.6	2420.1	2641.8	2924.7	16583	2386.4	732820	2149.7	1665.5	3551	2039.6	2420.1	2641.8	2924.7	16583	2386.4	732820
REV__Q8IU57	1558.8	2248.1	2462.4	1158.1	2198.2	2202.6	1265.5	19314	1858.9	785990	1558.8	2248.1	2462.4	1158.1	2198.2	2202.6	1265.5	19314	1858.9	785990
REV__Q8NF91	1556.4	2613.4	2014.3	1849.5	2440.7	2168	2282.9	15985	2735.6	602460	1556.4	2613.4	2014.3	1849.5	2440.7	2168	2282.9	15985	2735.6	602460
REV__Q8TCS8	0	0	4506.6	0	0	2591.2	0	35029	3139.4	1367100	0	0	4506.6	0	0	2591.2	0	35029	3139.4	1367100
REV__Q96ST3	2566.6	5738.5	5864.7	4957	6627.6	9396.5	13523	69532	0	1952900	2566.6	5738.5	5864.7	4957	6627.6	9396.5	13523	69532	0	1952900
REV__Q99614	422.53	1189.6	1409.8	366.81	687.54	487.23	463.28	5502.9	419.37	186580	422.53	1189.6	1409.8	366.81	687.54	487.23	463.28	5502.9	419.37	186580
REV__Q9BZH6	13333	15972	14064	9201.8	8412.6	13643	16705	3914.3	12769	121000	13333	15972	14064	9201.8	8412.6	13643	16705	3914.3	12769	121000
REV__Q9Y5G3	829.34	1507.8	1952.8	0	1300.6	1016.9	696.02	12377	1033.3	431520	829.34	1507.8	1952.8	0	1300.6	1016.9	696.02	12377	1033.3	431520
